Codice Provincia/Uts,Codice Comune (numerico),Comune,Popolazione residente,Superficie (Kmq),Anno (Popolazione residente)
76,76047,Maschito,1511,45.8173,2020
76,76048,Melfi,17196,206.206,2020
76,76049,Missanello,533,22.3407,2020
76,76050,Moliterno,3663,98.5528,2020
76,76051,Montemilone,1438,114.133,2020
76,76052,Montemurro,1144,56.8705,2020
76,76053,Muro Lucano,4999,126.184,2020
76,76054,Nemoli,1402,19.4925,2020
76,76055,Noepoli,773,46.7094,2020
76,76056,Oppido Lucano,3627,54.8779,2020
76,76057,Palazzo San Gervasio,4540,62.9102,2020
76,76058,Pescopagano,1727,69.8342,2020
76,76059,Picerno,5687,78.5089,2020
76,76060,Pietragalla,3930,66.0977,2020
76,76061,Pietrapertosa,945,67.7025,2020
76,76062,Pignola,6830,56.235,2020
76,76063,Potenza,65420,175.4318,2020
76,76064,Rapolla,4146,29.8734,2020
76,76065,Rapone,908,29.506,2020
76,76066,Rionero in Vulture,12652,53.5181,2020
76,76067,Ripacandida,1594,33.4848,2020
76,76068,Rivello,2591,69.5848,2020
76,76069,Roccanova,1345,61.7351,2020
76,76070,Rotonda,3282,42.9226,2020
76,76071,Ruoti,3383,55.4508,2020
76,76072,Ruvo del Monte,993,32.621,2020
76,76073,San Chirico Nuovo,1225,23.3938,2020
76,76074,San Chirico Raparo,955,84.0711,2020
76,76075,San Costantino Albanese,624,43.2479,2020
76,76076,San Fele,2654,97.6989,2020
76,76077,San Martino d'Agri,685,50.3893,2020
76,76078,San Severino Lucano,1419,61.1583,2020
76,76079,Sant'Angelo Le Fratte,1331,23.1067,2020
76,76080,Sant'Arcangelo,6062,89.0963,2020
76,76081,Sarconi,1405,30.686,2020
76,76082,Sasso di Castalda,766,45.4313,2020
76,76083,Satriano di Lucania,2254,32.9008,2020
76,76084,Savoia di Lucania,1018,32.8373,2020
76,76085,Senise,6656,97.3049,2020
76,76086,Spinoso,1362,38.1821,2020
76,76087,Teana,551,19.2982,2020
76,76088,Terranova di Pollino,1065,113.069,2020
76,76089,Tito,7162,71.2665,2020
76,76090,Tolve,3047,128.6832,2020
76,76091,Tramutola,2946,36.6436,2020
76,76092,Trecchina,2159,38.1885,2020
76,76093,Trivigno,603,25.9965,2020
76,76094,Vaglio Basilicata,1903,43.3628,2020
76,76095,Venosa,11093,170.3885,2020
76,76096,Vietri di Potenza,2694,52.241,2020
76,76097,Viggianello,2790,120.827,2020
76,76098,Viggiano,3269,89.6975,2020
76,76099,Ginestra,721,13.3184,2020
76,76100,Paterno,3100,40.7355,2020
77,77001,Accettura,1679,90.3668,2020
77,77002,Aliano,891,98.4081,2020
77,77003,Bernalda,12050,126.1966,2020
77,77004,Calciano,678,49.6912,2020
77,77005,Cirigliano,297,14.9042,2020
77,77006,Colobraro,1086,66.6099,2020
77,77007,Craco,651,77.0417,2020
77,77008,Ferrandina,8137,218.1083,2020
77,77009,Garaguso,1001,38.6109,2020
77,77010,Gorgoglione,888,34.9256,2020
77,77011,Grassano,4865,41.6299,2020
77,77012,Grottole,2088,117.1502,2020
77,77013,Irsina,4459,263.453,2020
77,77014,Matera,59794,392.081,2020
77,77015,Miglionico,2395,88.8385,2020
77,77016,Montalbano Jonico,6874,135.9956,2020
77,77017,Montescaglioso,9224,175.7987,2020
77,77018,Nova Siri,6663,52.7498,2020
77,77019,Oliveto Lucano,374,31.1844,2020
77,77020,Pisticci,16889,233.6684,2020
77,77021,Policoro,17762,67.6564,2020
77,77022,Pomarico,3884,129.6666,2020
77,77023,Rotondella,2489,76.7161,2020
77,77024,Salandra,2595,77.4371,2020
77,77025,San Giorgio Lucano,1091,39.2579,2020
77,77026,San Mauro Forte,1310,87.0579,2020
77,77027,Stigliano,3768,211.1428,2020
77,77028,Tricarico,4890,178.1606,2020
77,77029,Tursi,4849,159.93,2020
77,77030,Valsinni,1384,32.2192,2020
77,77031,Scanzano Jonico,7635,72.178,2020
78,78001,Acquaformosa,998,22.7052,2020
78,78002,Acquappesa,1755,14.4536,2020
78,78003,Acri,19380,200.6273,2020
78,78004,Aiello Calabro,1468,38.5059,2020
78,78005,Aieta,771,48.2952,2020
78,78006,Albidona,1203,64.669,2020
78,78007,Alessandria del Carretto,375,41.112,2020
78,78008,Altilia,671,10.5604,2020
78,78009,Altomonte,4116,65.7159,2020
78,78010,Amantea,13770,29.456,2020
78,78011,Amendolara,2753,60.9084,2020
78,78012,Aprigliano,2461,122.4229,2020
78,78013,Belmonte Calabro,1772,23.9782,2020
78,78014,Belsito,900,11.5532,2020
78,78015,Belvedere Marittimo,9045,37.085,2020
78,78016,Bianchi,1218,33.3199,2020
78,78017,Bisignano,9593,86.1967,2020
78,78018,Bocchigliero,1117,98.8185,2020
78,78019,Bonifati,2611,33.8466,2020
78,78020,Buonvicino,2072,30.5945,2020
78,78021,Calopezzati,1310,22.574,2020
78,78022,Caloveto,1152,24.9642,2020
78,78023,Campana,1546,104.6457,2020
78,78024,Canna,661,20.3671,2020
78,78025,Cariati,7496,28.8228,2020
78,78026,Carolei,3138,15.4296,2020
78,78027,Carpanzano,214,14.2733,2020
78,78029,Cassano all'Ionio,16645,159.0676,2020
78,78030,Castiglione Cosentino,2656,14.0869,2020
78,78031,Castrolibero,9398,11.5571,2020
78,78032,Castroregio,246,42.0574,2020
78,78033,Castrovillari,21088,130.6354,2020
78,78034,Celico,2545,99.7468,2020
78,78035,Cellara,485,5.8584,2020
78,78036,Cerchiara di Calabria,2218,81.9632,2020
78,78037,Cerisano,2962,15.3177,2020
78,78038,Cervicati,793,12.0861,2020
78,78039,Cerzeto,1227,21.8954,2020
78,78040,Cetraro,9478,66.1416,2020
78,78041,Civita,859,27.6187,2020
78,78042,Cleto,1187,18.984,2020
78,78043,Colosimi,1163,25.5793,2020
78,78045,Cosenza,64070,37.8605,2020
78,78046,Cropalati,1009,33.6973,2020
78,78047,Crosia,9621,21.1022,2020
78,78048,Diamante,5049,12.2068,2020
78,78049,Dipignano,4196,23.3725,2020
78,78050,Domanico,929,23.6617,2020
78,78051,Fagnano Castello,3472,29.6743,2020
78,78052,Falconara Albanese,1416,19.2708,2020
78,78053,Figline Vegliaturo,1116,4.1646,2020
78,78054,Firmo,1888,11.7008,2020
78,78055,Fiumefreddo Bruzio,2769,32.06,2020
78,78056,Francavilla Marittima,2814,33.0161,2020
78,78057,Frascineto,1932,29.1137,2020
78,78058,Fuscaldo,7905,60.7961,2020
78,78059,Grimaldi,1536,24.7085,2020
78,78060,Grisolia,2199,51.7482,2020
78,78061,Guardia Piemontese,1728,21.4629,2020
78,78062,Lago,2318,49.9546,2020
78,78063,Laino Borgo,1769,57.0811,2020
78,78064,Laino Castello,787,37.3359,2020
78,78065,Lappano,893,12.2096,2020
78,78066,Lattarico,3799,43.9328,2020
78,78067,Longobardi,2259,18.2379,2020
78,78068,Longobucco,2774,212.2541,2020
78,78069,Lungro,2264,35.65,2020
78,78070,Luzzi,8754,77.6003,2020
78,78071,Maierà,1156,17.7812,2020
78,78072,Malito,748,16.9158,2020
78,78073,Malvito,1693,38.2373,2020
78,78074,Mandatoriccio,2498,37.3158,2020
78,78075,Mangone,1901,12.273,2020
78,78076,Marano Marchesato,3356,5.0425,2020
78,78077,Marano Principato,3059,6.3222,2020
78,78078,Marzi,965,15.811,2020
78,78079,Mendicino,9267,35.6846,2020
78,78080,Mongrassano,1489,35.1555,2020
78,78081,Montalto Uffugo,20011,76.6698,2020
78,78082,Montegiordano,1639,35.8744,2020
78,78083,Morano Calabro,4021,116.2522,2020
78,78084,Mormanno,2684,78.8798,2020
78,78085,Mottafollone,1111,31.5829,2020
78,78086,Nocara,343,34.046,2020
78,78087,Oriolo,1921,85.6014,2020
78,78088,Orsomarso,1153,90.4127,2020
78,78089,Paludi,971,41.7394,2020
78,78090,Panettieri,318,14.6663,2020
78,78091,Paola,14928,42.8807,2020
78,78092,Papasidero,652,55.2168,2020
78,78093,Parenti,2047,37.6176,2020
78,78094,Paterno Calabro,1322,24.2016,2020
78,78096,Pedivigliano,763,16.6546,2020
78,78097,Piane Crati,1382,2.3317,2020
78,78098,Pietrafitta,1184,9.239,2020
78,78099,Pietrapaola,1019,52.8163,2020
78,78100,Plataci,678,49.4092,2020
78,78101,Praia a Mare,6423,23.5918,2020
78,78102,Rende,35725,55.2809,2020
78,78103,Rocca Imperiale,3253,55.029,2020
78,78104,Roggiano Gravina,6813,44.8772,2020
78,78105,Rogliano,5425,41.6841,2020
78,78106,Rose,4188,47.4913,2020
78,78107,Roseto Capo Spulico,1870,30.66,2020
78,78109,Rota Greca,983,13.124,2020
78,78110,Rovito,3053,10.6823,2020
78,78111,San Basile,954,18.6715,2020
78,78112,San Benedetto Ullano,1404,19.5715,2020
78,78113,San Cosmo Albanese,581,11.5719,2020
78,78114,San Demetrio Corone,3130,61.8737,2020
78,78115,San Donato di Ninea,1142,82.397,2020
78,78116,San Fili,2503,20.9596,2020
78,78117,Sangineto,1236,27.5092,2020
78,78118,San Giorgio Albanese,1326,22.6832,2020
78,78119,San Giovanni in Fiore,16222,282.5284,2020
78,78120,San Lorenzo Bellizzi,561,40.6282,2020
78,78121,San Lorenzo del Vallo,3131,22.9284,2020
78,78122,San Lucido,5939,27.1183,2020
78,78123,San Marco Argentano,7063,80.4949,2020
78,78124,San Martino di Finita,971,23.8985,2020
78,78125,San Nicola Arcella,1917,11.6934,2020
78,78126,San Pietro in Amantea,500,9.8441,2020
78,78127,San Pietro in Guarano,3461,48.3442,2020
78,78128,San Sosti,1924,43.5465,2020
78,78129,Santa Caterina Albanese,1171,17.3426,2020
78,78130,Santa Domenica Talao,1153,36.116,2020
78,78131,Sant'Agata di Esaro,1724,47.6249,2020
78,78132,Santa Maria del Cedro,4865,18.4204,2020
78,78133,Santa Sofia d'Epiro,2251,39.2169,2020
78,78134,Santo Stefano di Rogliano,1676,19.5644,2020
78,78135,San Vincenzo La Costa,2023,18.4163,2020
78,78136,Saracena,3480,109.1501,2020
78,78137,Scala Coeli,866,67.4966,2020
78,78138,Scalea,11017,22.5554,2020
78,78139,Scigliano,1113,17.4634,2020
78,78140,Serra d'Aiello,500,4.5118,2020
78,78142,Spezzano Albanese,6678,32.2636,2020
78,78143,Spezzano della Sila,4292,80.2874,2020
78,78145,Tarsia,1883,48.2778,2020
78,78146,Terranova da Sibari,4673,43.4561,2020
78,78147,Terravecchia,637,20.1208,2020
78,78148,Torano Castello,4373,30.2216,2020
78,78149,Tortora,5868,58.215,2020
78,78150,Trebisacce,8647,26.7168,2020
78,78152,Vaccarizzo Albanese,1047,8.5337,2020
78,78153,Verbicaro,2642,32.6418,2020
78,78154,Villapiana,5419,39.733,2020
78,78155,Zumpano,2621,8.0838,2020
78,78156,Casali del Manco,9612,168.9546,2020
78,78157,Corigliano-Rossano,74129,346.5524,2020
79,79002,Albi,852,29.6368,2020
79,79003,Amaroni,1678,9.8829,2020
79,79004,Amato,784,20.9328,2020
79,79005,Andali,674,17.8675,2020
79,79007,Argusto,475,6.8792,2020
79,79008,Badolato,2827,37.0665,2020
79,79009,Belcastro,1227,53.2162,2020
79,79011,Borgia,7275,42.3744,2020
79,79012,Botricello,4995,15.4779,2020
79,79017,Caraffa di Catanzaro,1732,25.0502,2020
79,79018,Cardinale,1828,30.119,2020
79,79020,Carlopoli,1406,16.4125,2020
79,79023,Catanzaro,86183,112.7223,2020
79,79024,Cenadi,513,11.9153,2020
79,79025,Centrache,360,7.9582,2020
79,79027,Cerva,1130,21.3688,2020
79,79029,Chiaravalle Centrale,5203,23.8247,2020
79,79030,Cicala,902,9.2845,2020
79,79033,Conflenti,1300,29.3399,2020
79,79034,Cortale,1902,30.0099,2020
79,79036,Cropani,4649,44.8062,2020
79,79039,Curinga,6549,52.5252,2020
79,79042,Davoli,5406,25.0251,2020
79,79043,Decollatura,2915,50.8301,2020
79,79047,Falerna,3748,24.0411,2020
79,79048,Feroleto Antico,1982,22.3812,2020
79,79052,Fossato Serralta,571,11.8533,2020
79,79055,Gagliato,436,7.0372,2020
79,79056,Gasperina,1906,6.7817,2020
79,79058,Gimigliano,3057,33.5464,2020
79,79059,Girifalco,5589,43.0791,2020
79,79060,Gizzeria,4971,37.1937,2020
79,79061,Guardavalle,4205,60.2658,2020
79,79063,Isca sullo Ionio,1487,23.5552,2020
79,79065,Jacurso,570,21.2035,2020
79,79068,Magisano,1137,31.9401,2020
79,79069,Maida,4409,58.3341,2020
79,79071,Marcedusa,403,15.6834,2020
79,79072,Marcellinara,2192,20.9053,2020
79,79073,Martirano,850,14.8982,2020
79,79074,Martirano Lombardo,993,19.8432,2020
79,79077,Miglierina,731,13.9398,2020
79,79080,Montauro,1732,11.7399,2020
79,79081,Montepaone,5500,16.8499,2020
79,79083,Motta Santa Lucia,800,26.2959,2020
79,79087,Nocera Terinese,4741,46.5793,2020
79,79088,Olivadi,497,7.1687,2020
79,79089,Palermiti,1081,18.3841,2020
79,79092,Pentone,1941,12.3828,2020
79,79094,Petrizzi,1005,21.8991,2020
79,79095,Petronà,2448,46.1278,2020
79,79096,Pianopoli,2533,24.65,2020
79,79099,Platania,1923,26.8396,2020
79,79108,San Floro,714,18.3199,2020
79,79110,San Mango d'Aquino,1451,6.8918,2020
79,79114,San Pietro a Maida,3820,16.453,2020
79,79115,San Pietro Apostolo,1564,11.7227,2020
79,79116,San Sostene,1417,32.4844,2020
79,79117,Santa Caterina dello Ionio,1971,40.6942,2020
79,79118,Sant'Andrea Apostolo dello Ionio,1758,21.4332,2020
79,79122,San Vito sullo Ionio,1637,17.1712,2020
79,79123,Satriano,3318,21.1558,2020
79,79126,Sellia,505,12.809,2020
79,79127,Sellia Marina,7543,41.455,2020
79,79129,Serrastretta,2962,41.6486,2020
79,79130,Sersale,4318,53.2973,2020
79,79131,Settingiano,3164,14.3494,2020
79,79133,Simeri Crichi,4673,46.7436,2020
79,79134,Sorbo San Basile,792,59.279,2020
79,79137,Soverato,8712,7.7924,2020
79,79138,Soveria Mannelli,2897,20.4957,2020
79,79139,Soveria Simeri,1464,22.2796,2020
79,79142,Squillace,3540,34.326,2020
79,79143,Stalettì,2303,12.1084,2020
79,79146,Taverna,2522,132.3058,2020
79,79147,Tiriolo,3650,29.2624,2020
79,79148,Torre di Ruggiero,967,25.3698,2020
79,79151,Vallefiorita,1527,13.8782,2020
79,79157,Zagarise,1478,49.3295,2020
79,79160,Lamezia Terme,67569,162.4255,2020
280,80001,Africo,2791,53.8961,2020
280,80002,Agnana Calabra,488,8.4872,2020
280,80003,Anoia,2059,10.1679,2020
280,80004,Antonimina,1200,22.9063,2020
280,80005,Ardore,4822,32.7748,2020
280,80006,Bagaladi,956,30.0185,2020
280,80007,Bagnara Calabra,9534,24.8528,2020
280,80008,Benestare,2469,18.7159,2020
280,80009,Bianco,4158,29.9844,2020
280,80010,Bivongi,1216,25.3448,2020
280,80011,Bova,402,46.9429,2020
280,80012,Bovalino,8689,18.0561,2020
280,80013,Bova Marina,4156,29.4995,2020
280,80014,Brancaleone,3314,36.1371,2020
280,80015,Bruzzano Zeffirio,1054,20.7427,2020
280,80016,Calanna,799,10.9648,2020
280,80017,Camini,778,17.4105,2020
280,80018,Campo Calabro,4473,8.0092,2020
280,80019,Candidoni,418,26.9521,2020
280,80020,Canolo,700,28.2971,2020
280,80021,Caraffa del Bianco,469,11.4621,2020
280,80022,Cardeto,1372,37.2657,2020
280,80023,Careri,2145,38.1623,2020
280,80024,Casignana,726,24.5414,2020
280,80025,Caulonia,6749,101.7562,2020
280,80026,Ciminà,534,49.2342,2020
280,80027,Cinquefrondi,6244,29.9509,2020
280,80028,Cittanova,9855,61.9827,2020
280,80029,Condofuri,4712,60.2945,2020
280,80030,Cosoleto,822,34.3736,2020
280,80031,Delianuova,3141,21.38,2020
280,80032,Feroleto della Chiesa,1517,7.5555,2020
280,80033,Ferruzzano,771,19.1061,2020
280,80034,Fiumara,871,6.5876,2020
280,80035,Galatro,1499,51.3403,2020
280,80036,Gerace,2426,28.9874,2020
280,80037,Giffone,1602,14.7186,2020
280,80038,Gioia Tauro,19133,39.8668,2020
280,80039,Gioiosa Ionica,6799,36.0708,2020
280,80040,Grotteria,2876,37.9745,2020
280,80041,Laganadi,378,8.1905,2020
280,80042,Laureana di Borrello,4716,35.6906,2020
280,80043,Locri,11925,25.7538,2020
280,80044,Mammola,2537,81.0708,2020
280,80045,Marina di Gioiosa Ionica,6282,16.1551,2020
280,80046,Maropati,1377,10.519,2020
280,80047,Martone,520,8.3362,2020
280,80048,Melicuccà,841,17.4033,2020
280,80049,Melicucco,4851,6.5328,2020
280,80050,Melito di Porto Salvo,10650,35.4083,2020
280,80051,Molochio,2279,37.4469,2020
280,80052,Monasterace,3407,15.7333,2020
280,80053,Montebello Jonico,5736,56.4508,2020
280,80054,Motta San Giovanni,5699,46.4757,2020
280,80055,Oppido Mamertina,4897,58.8739,2020
280,80056,Palizzi,2097,52.6163,2020
280,80057,Palmi,17842,32.121,2020
280,80058,Pazzano,504,15.569,2020
280,80059,Placanica,1044,29.5105,2020
280,80060,Platì,3736,50.8735,2020
280,80061,Polistena,9988,11.7699,2020
280,80062,Portigliola,1086,5.998,2020
280,80063,Reggio di Calabria,173026,239.0361,2020
280,80064,Riace,1856,16.2369,2020
280,80065,Rizziconi,7623,40.2229,2020
280,80066,Roccaforte del Greco,387,43.8565,2020
280,80067,Roccella Ionica,6209,37.8198,2020
280,80068,Roghudi,952,46.9207,2020
280,80069,Rosarno,14561,39.5572,2020
280,80070,Samo,742,50.2181,2020
280,80071,San Giorgio Morgeto,2965,35.4002,2020
280,80072,San Giovanni di Gerace,420,13.5662,2020
280,80073,San Lorenzo,2331,64.5201,2020
280,80074,San Luca,3499,105.3446,2020
280,80075,San Pietro di Caridà,1030,48.0777,2020
280,80076,San Procopio,511,11.3583,2020
280,80077,San Roberto,1563,34.6363,2020
280,80078,Santa Cristina d'Aspromonte,795,23.4089,2020
280,80079,Sant'Agata del Bianco,582,20.1995,2020
280,80080,Sant'Alessio in Aspromonte,332,3.9925,2020
280,80081,Sant'Eufemia d'Aspromonte,3792,32.8795,2020
280,80082,Sant'Ilario dello Ionio,1345,13.9996,2020
280,80083,Santo Stefano in Aspromonte,1163,17.7968,2020
280,80084,Scido,866,17.5297,2020
280,80085,Scilla,4629,44.1308,2020
280,80086,Seminara,2510,33.854,2020
280,80087,Serrata,801,22.0617,2020
280,80088,Siderno,17493,31.8595,2020
280,80089,Sinopoli,1897,25.2146,2020
280,80090,Staiti,201,16.3085,2020
280,80091,Stignano,1221,17.765,2020
280,80092,Stilo,2423,78.1081,2020
280,80093,Taurianova,14884,48.5444,2020
280,80094,Terranova Sappo Minulio,476,9.1204,2020
280,80095,Varapodio,2018,29.124,2020
280,80096,Villa San Giovanni,12931,12.1747,2020
280,80097,San Ferdinando,4626,14.198,2020
81,81001,Alcamo,44741,130.8932,2020
81,81002,Buseto Palizzolo,2799,72.8093,2020
81,81003,Calatafimi-Segesta,6276,154.8616,2020
81,81004,Campobello di Mazara,11411,65.8321,2020
81,81005,Castellammare del Golfo,14529,127.3202,2020
81,81006,Castelvetrano,29855,209.7569,2020
81,81007,Custonaci,5307,69.9007,2020
81,81008,Erice,26490,47.3374,2020
81,81009,Favignana,4270,38.3149,2020
81,81010,Gibellina,3836,46.5738,2020
81,81011,Marsala,80661,243.2581,2020
81,81012,Mazara del Vallo,50334,274.7416,2020
81,81013,Paceco,10903,58.0074,2020
81,81014,Pantelleria,7366,84.5311,2020
81,81015,Partanna,10021,82.7263,2020
81,81016,Poggioreale,1394,37.4571,2020
81,81017,Salaparuta,1596,41.4154,2020
81,81018,Salemi,10114,182.421,2020
81,81019,Santa Ninfa,4842,60.9436,2020
81,81020,San Vito Lo Capo,4772,60.1187,2020
81,81021,Trapani,65378,273.1336,2020
81,81022,Valderice,11587,52.9625,2020
81,81023,Vita,1819,9.1029,2020
81,81024,Petrosino,7976,45.2764,2020
282,82001,Alia,3379,45.9748,2020
282,82002,Alimena,1808,59.6975,2020
282,82003,Aliminusa,1107,13.6806,2020
282,82004,Altavilla Milicia,8307,23.7839,2020
282,82005,Altofonte,9849,35.4356,2020
282,82006,Bagheria,53025,29.8358,2020
282,82007,Balestrate,6160,6.4298,2020
282,82008,Baucina,1842,24.471,2020
282,82009,Belmonte Mezzagno,10905,29.2934,2020
282,82010,Bisacquino,4203,64.9696,2020
282,82011,Bolognetta,4042,27.6253,2020
282,82012,Bompietro,1250,42.4101,2020
282,82013,Borgetto,7069,26.0237,2020
282,82014,Caccamo,7827,188.2312,2020
282,82015,Caltavuturo,3663,97.9459,2020
282,82016,Campofelice di Fitalia,473,35.456,2020
282,82017,Campofelice di Roccella,7511,14.506,2020
282,82018,Campofiorito,1181,21.6994,2020
282,82019,Camporeale,3029,38.7206,2020
282,82020,Capaci,11283,6.1204,2020
282,82021,Carini,38405,76.594,2020
282,82022,Castelbuono,8256,60.7859,2020
282,82023,Casteldaccia,11586,33.9185,2020
282,82024,Castellana Sicula,3101,73.1964,2020
282,82025,Castronovo di Sicilia,2880,201.04,2020
282,82026,Cefalà Diana,995,9.0592,2020
282,82027,Cefalù,13877,66.2409,2020
282,82028,Cerda,4979,43.8343,2020
282,82029,Chiusa Sclafani,2611,57.5503,2020
282,82030,Ciminna,3485,56.4206,2020
282,82031,Cinisi,11827,33.1617,2020
282,82032,Collesano,3772,108.1646,2020
282,82033,Contessa Entellina,1536,136.4759,2020
282,82034,Corleone,10580,229.4546,2020
282,82035,Ficarazzi,12768,3.5295,2020
282,82036,Gangi,6285,127.4634,2020
282,82037,Geraci Siculo,1768,113.3465,2020
282,82038,Giardinello,2267,12.8844,2020
282,82039,Giuliana,1730,24.141,2020
282,82040,Godrano,1087,39.2021,2020
282,82041,Gratteri,887,38.1661,2020
282,82042,Isnello,1368,50.9969,2020
282,82043,Isola delle Femmine,7026,3.5663,2020
282,82044,Lascari,3656,10.3266,2020
282,82045,Lercara Friddi,6340,37.4931,2020
282,82046,Marineo,6287,33.2219,2020
282,82047,Mezzojuso,2713,49.2544,2020
282,82048,Misilmeri,28589,69.4886,2020
282,82049,Monreale,38226,530.1798,2020
282,82050,Montelepre,5844,9.8912,2020
282,82051,Montemaggiore Belsito,3029,32.0755,2020
282,82052,Palazzo Adriano,1863,130.0959,2020
282,82053,Palermo,637885,160.5878,2020
282,82054,Partinico,30621,108.0579,2020
282,82055,Petralia Soprana,3046,56.1025,2020
282,82056,Petralia Sottana,2505,178.344,2020
282,82057,Piana degli Albanesi,5658,64.9165,2020
282,82058,Polizzi Generosa,3016,134.6583,2020
282,82059,Pollina,2827,49.9291,2020
282,82060,Prizzi,4342,95.0363,2020
282,82061,Roccamena,1388,33.717,2020
282,82062,Roccapalumba,2298,31.5663,2020
282,82063,San Cipirello,5050,20.8522,2020
282,82064,San Giuseppe Jato,8208,29.7814,2020
282,82065,San Mauro Castelverde,1415,114.3653,2020
282,82066,Santa Cristina Gela,988,38.7414,2020
282,82067,Santa Flavia,10879,14.5987,2020
282,82068,Sciara,2551,31.1931,2020
282,82069,Sclafani Bagni,388,134.9024,2020
282,82070,Termini Imerese,25173,76.6885,2020
282,82071,Terrasini,12483,19.8463,2020
282,82072,Torretta,4173,25.5421,2020
282,82073,Trabia,10279,22.0772,2020
282,82074,Trappeto,2987,4.1885,2020
282,82075,Ustica,1271,8.2407,2020
282,82076,Valledolmo,3287,25.7793,2020
282,82077,Ventimiglia di Sicilia,1825,26.9001,2020
282,82078,Vicari,2484,85.9462,2020
282,82079,Villabate,19568,3.7977,2020
282,82080,Villafrati,3142,25.6441,2020
282,82081,Scillato,627,31.6956,2020
282,82082,Blufi,919,21.9813,2020
283,83001,Alcara li Fusi,1763,62.9346,2020
283,83002,Alì,702,15.9386,2020
283,83003,Alì Terme,2378,6.2744,2020
283,83004,Antillo,844,43.6346,2020
283,83005,Barcellona Pozzo di Gotto,39945,59.1418,2020
283,83006,Basicò,563,12.0685,2020
283,83007,Brolo,5742,7.6646,2020
283,83008,Capizzi,2918,70.1664,2020
283,83009,Capo d'Orlando,13034,14.4275,2020
283,83010,Capri Leone,4293,6.7645,2020
283,83011,Caronia,3097,227.2587,2020
283,83012,Casalvecchio Siculo,749,33.6218,2020
283,83013,Castel di Lucio,1206,28.7781,2020
283,83014,Castell'Umberto,2872,11.4282,2020
283,83015,Castelmola,1070,16.828,2020
283,83016,Castroreale,2255,53.0694,2020
283,83017,Cesarò,2212,216.9304,2020
283,83018,Condrò,467,5.1324,2020
283,83019,Falcone,2703,9.3367,2020
283,83020,Ficarra,1331,18.6563,2020
283,83021,Fiumedinisi,1294,36.6938,2020
283,83022,Floresta,447,31.3311,2020
283,83023,Fondachelli-Fantina,1008,42.2116,2020
283,83024,Forza d'Agrò,883,11.189,2020
283,83025,Francavilla di Sicilia,3636,82.7262,2020
283,83026,Frazzanò,601,6.9981,2020
283,83027,Furci Siculo,3205,17.9132,2020
283,83028,Furnari,3753,13.5543,2020
283,83029,Gaggi,3039,7.6505,2020
283,83030,Galati Mamertino,2361,39.3108,2020
283,83031,Gallodoro,348,6.9083,2020
283,83032,Giardini-Naxos,9006,5.2904,2020
283,83033,Gioiosa Marea,6757,26.4823,2020
283,83034,Graniti,1425,10.0474,2020
283,83035,Gualtieri Sicaminò,1615,14.3838,2020
283,83036,Itala,1472,10.9835,2020
283,83037,Leni,689,8.7899,2020
283,83038,Letojanni,2757,6.7241,2020
283,83039,Librizzi,1586,23.3863,2020
283,83040,Limina,735,9.9924,2020
283,83041,Lipari,12266,89.7135,2020
283,83042,Longi,1348,42.1099,2020
283,83043,Malfa,983,8.7352,2020
283,83044,Malvagna,649,6.7094,2020
283,83045,Mandanici,557,11.8536,2020
283,83046,Mazzarrà Sant'Andrea,1405,6.6942,2020
283,83047,Merì,2330,1.8503,2020
283,83048,Messina,222329,213.7621,2020
283,83049,Milazzo,30421,24.7022,2020
283,83050,Militello Rosmarino,1197,29.5356,2020
283,83051,Mirto,913,9.2692,2020
283,83052,Mistretta,4434,127.4678,2020
283,83053,Moio Alcantara,664,8.5996,2020
283,83054,Monforte San Giorgio,2564,32.2599,2020
283,83055,Mongiuffi Melia,550,24.3623,2020
283,83056,Montagnareale,1426,16.3769,2020
283,83057,Montalbano Elicona,2001,67.8008,2020
283,83058,Motta Camastra,804,25.309,2020
283,83059,Motta d'Affermo,670,14.5764,2020
283,83060,Naso,3523,36.7367,2020
283,83061,Nizza di Sicilia,3518,13.4154,2020
283,83062,Novara di Sicilia,1190,49.1783,2020
283,83063,Oliveri,2036,10.4348,2020
283,83064,Pace del Mela,6056,12.1757,2020
283,83065,Pagliara,1097,14.4792,2020
283,83066,Patti,12788,50.0766,2020
283,83067,Pettineo,1240,30.6164,2020
283,83068,Piraino,3798,16.9687,2020
283,83069,Raccuja,899,25.2019,2020
283,83070,Reitano,733,14.1173,2020
283,83071,Roccafiorita,182,1.1681,2020
283,83072,Roccalumera,3953,8.906,2020
283,83073,Roccavaldina,1007,7.1325,2020
283,83074,Roccella Valdemone,583,41.1511,2020
283,83075,Rodì Milici,1957,36.5448,2020
283,83076,Rometta,6420,32.1231,2020
283,83077,San Filippo del Mela,6764,10.0502,2020
283,83078,San Fratello,3350,67.6292,2020
283,83079,San Marco d'Alunzio,1830,26.1407,2020
283,83080,San Pier Niceto,2583,36.6798,2020
283,83081,San Piero Patti,2651,41.8183,2020
283,83082,San Salvatore di Fitalia,1178,14.9963,2020
283,83083,Santa Domenica Vittoria,871,20.1634,2020
283,83084,Sant'Agata di Militello,11989,33.9764,2020
283,83085,Sant'Alessio Siculo,1488,6.1676,2020
283,83086,Santa Lucia del Mela,4453,85.674,2020
283,83087,Santa Marina Salina,850,8.7814,2020
283,83088,Sant'Angelo di Brolo,2826,30.3859,2020
